filename cpuseconds wallseconds overhead
dsgdb9nsd_004489 265.29 335.95 1.26635
dsgdb9nsd_003006 248.13 276.04 1.11248
dsgdb9nsd_000713 96.26 103.42 1.07438
dsgdb9nsd_000213 56.79 57.66 1.01532
dsgdb9nsd_001403 174.5 197.22 1.1302
dsgdb9nsd_000716 96.42 98.11 1.01753
dsgdb9nsd_000867 114.56 148.41 1.29548
dsgdb9nsd_003776 98.88 123.24 1.24636
dsgdb9nsd_001367 99.28 111.89 1.12701
dsgdb9nsd_001217 472.02 610.35 1.29306
dsgdb9nsd_003532 162.01 176.37 1.08864
dsgdb9nsd_000575 123.76 133.82 1.08129
dsgdb9nsd_003062 142.78 173.37 1.21425
dsgdb9nsd_001928 173.56 206.11 1.18754
dsgdb9nsd_003642 97.83 126.86 1.29674
dsgdb9nsd_001773 124.56 151.54 1.2166
dsgdb9nsd_001756 445.62 510.25 1.14503
dsgdb9nsd_001726 296.72 360.13 1.2137
dsgdb9nsd_001083 309.45 374.03 1.20869
dsgdb9nsd_003017 259.58 277.44 1.0688
dsgdb9nsd_002875 208.74 228.52 1.09476
dsgdb9nsd_001750 339.46 393.96 1.16055
dsgdb9nsd_000509 85.94 111.43 1.2966
dsgdb9nsd_002395 314.37 379.91 1.20848
dsgdb9nsd_001301 233.5 278.86 1.19426
dsgdb9nsd_001011 97.3 110.79 1.13864
dsgdb9nsd_000503 146.16 189.63 1.29741
dsgdb9nsd_003895 109.28 129.58 1.18576
dsgdb9nsd_002188 182.14 228.84 1.2564
dsgdb9nsd_003551 263.17 320.4 1.21746
dsgdb9nsd_002025 168.59 214.89 1.27463
dsgdb9nsd_002680 181.95 203.87 1.12047
dsgdb9nsd_004047 224.72 282.91 1.25894
dsgdb9nsd_003464 153.65 187.09 1.21764
dsgdb9nsd_001030 110.94 112.8 1.01677
dsgdb9nsd_001894 188.48 222.97 1.18299
dsgdb9nsd_002660 412.13 492.96 1.19613
dsgdb9nsd_000773 66.32 76.17 1.14852
dsgdb9nsd_002024 223.6 281.9 1.26073
dsgdb9nsd_003554 149.21 182.96 1.22619
dsgdb9nsd_000873 144.97 169.98 1.17252
dsgdb9nsd_002566 169.79 194.22 1.14388
dsgdb9nsd_000091 61.21 71.24 1.16386
dsgdb9nsd_002425 178.35 207.4 1.16288
dsgdb9nsd_002986 391.15 455.6 1.16477
dsgdb9nsd_000014 25.75 26.21 1.01786
dsgdb9nsd_002966 303.43 341.83 1.12655
dsgdb9nsd_001576 196.34 231.46 1.17887
dsgdb9nsd_003699 117.15 135.65 1.15792
dsgdb9nsd_000371 102.46 132.37 1.29192
dsgdb9nsd_001763 268.63 311.42 1.15929
dsgdb9nsd_001166 301.62 357.6 1.1856
dsgdb9nsd_002311 161.89 197.01 1.21694
dsgdb9nsd_001200 93.65 111.3 1.18847
dsgdb9nsd_003203 202.17 230.16 1.13845
dsgdb9nsd_003822 90.96 109.34 1.20207
dsgdb9nsd_002479 189.96 216.85 1.14156
dsgdb9nsd_002098 184.82 211.19 1.14268
dsgdb9nsd_002956 194.22 225.68 1.16198
dsgdb9nsd_000605 154.33 166.95 1.08177
dsgdb9nsd_000950 112.21 144.98 1.29204
dsgdb9nsd_003170 354.98 393.55 1.10865
dsgdb9nsd_002460 163.47 211.64 1.29467
dsgdb9nsd_002177 290.98 348.24 1.19678
dsgdb9nsd_003384 233.13 279.15 1.1974
dsgdb9nsd_000435 235.79 286.14 1.21354
dsgdb9nsd_002205 400.49 469.49 1.17229
dsgdb9nsd_000701 184.88 207.55 1.12262
dsgdb9nsd_001294 338.17 397.39 1.17512
dsgdb9nsd_003512 310.16 352.09 1.13519
dsgdb9nsd_001192 336.97 397.86 1.1807
dsgdb9nsd_003289 297.67 349.28 1.17338
dsgdb9nsd_004754 175.06 221.83 1.26717
dsgdb9nsd_001124 575.12 690.88 1.20128
dsgdb9nsd_001097 328.93 419.18 1.27437
dsgdb9nsd_003072 224.94 282.73 1.25691
dsgdb9nsd_002978 163.9 190.72 1.16364
dsgdb9nsd_004614 162.33 203.1 1.25116
dsgdb9nsd_004904 193.11 240.32 1.24447
dsgdb9nsd_001506 123.98 146.52 1.1818
dsgdb9nsd_000077 171.33 219.94 1.28372
dsgdb9nsd_000150 77.9 85.67 1.09974
dsgdb9nsd_003860 333.81 394.92 1.18307
dsgdb9nsd_001239 157.41 199.41 1.26682
dsgdb9nsd_001111 200.37 244.03 1.2179
dsgdb9nsd_002419 160.41 180.67 1.1263
dsgdb9nsd_002884 124.89 130.22 1.04268
dsgdb9nsd_004242 151.17 190.79 1.26209
dsgdb9nsd_002220 282.36 361.4 1.27993
dsgdb9nsd_002490 1407.24 1617.99 1.14976
dsgdb9nsd_003111 120.48 149.18 1.23821
dsgdb9nsd_002501 318.84 371.58 1.16541
dsgdb9nsd_002970 149.23 169.66 1.1369
dsgdb9nsd_002910 266.86 327.01 1.2254
dsgdb9nsd_003496 133.0 143.0 1.07519
dsgdb9nsd_000620 122.06 131.27 1.07545
dsgdb9nsd_001797 154.45 174.28 1.12839
dsgdb9nsd_002745 121.47 150.32 1.23751
dsgdb9nsd_004708 154.66 198.59 1.28404
dsgdb9nsd_003247 141.01 151.79 1.07645
dsgdb9nsd_000314 177.8 195.09 1.09724
dsgdb9nsd_001605 134.47 164.69 1.22473
dsgdb9nsd_001431 132.24 164.29 1.24236
dsgdb9nsd_002136 138.26 173.18 1.25257
dsgdb9nsd_000395 214.31 246.41 1.14978
dsgdb9nsd_001470 168.5 189.18 1.12273
dsgdb9nsd_002506 128.25 144.87 1.12959
dsgdb9nsd_004232 116.64 140.58 1.20525
dsgdb9nsd_002655 96.81 122.47 1.26506
dsgdb9nsd_003940 214.12 262.6 1.22642
dsgdb9nsd_001738 242.47 286.16 1.18019
dsgdb9nsd_004758 183.44 222.69 1.21397
dsgdb9nsd_004006 223.44 287.28 1.28571
dsgdb9nsd_002976 152.89 168.0 1.09883
dsgdb9nsd_003622 138.08 157.54 1.14093
dsgdb9nsd_003026 107.29 122.47 1.14149
dsgdb9nsd_002344 190.75 226.66 1.18826
dsgdb9nsd_001772 256.44 331.92 1.29434
dsgdb9nsd_002298 198.17 235.1 1.18636
dsgdb9nsd_002510 207.3 225.92 1.08982
dsgdb9nsd_003677 269.32 333.21 1.23723
dsgdb9nsd_000744 91.89 99.92 1.08739
dsgdb9nsd_003048 138.66 164.8 1.18852
dsgdb9nsd_003552 237.7 277.8 1.1687
dsgdb9nsd_003327 178.51 224.08 1.25528
dsgdb9nsd_001942 196.28 227.08 1.15692
dsgdb9nsd_001844 158.63 187.39 1.1813
dsgdb9nsd_004599 153.62 183.11 1.19197
dsgdb9nsd_002263 258.18 319.13 1.23608
dsgdb9nsd_002901 130.22 142.91 1.09745
dsgdb9nsd_001830 105.92 124.96 1.17976
dsgdb9nsd_001923 188.63 244.23 1.29476
dsgdb9nsd_003362 159.8 199.24 1.24681
dsgdb9nsd_001485 288.37 341.73 1.18504
dsgdb9nsd_004724 142.22 181.82 1.27844
dsgdb9nsd_003288 197.2 238.14 1.20761
dsgdb9nsd_003527 153.76 179.19 1.16539
dsgdb9nsd_003797 135.28 167.14 1.23551
dsgdb9nsd_002191 164.49 191.89 1.16658
dsgdb9nsd_003646 118.85 150.25 1.2642
dsgdb9nsd_000654 124.33 152.45 1.22617
dsgdb9nsd_003418 240.44 284.1 1.18158
dsgdb9nsd_002288 160.97 197.43 1.2265
dsgdb9nsd_002684 258.21 288.23 1.11626
dsgdb9nsd_003008 205.87 229.49 1.11473
dsgdb9nsd_002382 150.71 174.21 1.15593
dsgdb9nsd_002839 228.52 267.4 1.17014
dsgdb9nsd_001991 491.18 627.68 1.2779
dsgdb9nsd_002803 342.19 414.91 1.21251
dsgdb9nsd_002794 267.6 323.93 1.2105
dsgdb9nsd_002069 130.37 151.01 1.15832
dsgdb9nsd_001487 262.75 320.74 1.2207
dsgdb9nsd_000180 109.08 117.74 1.07939
dsgdb9nsd_004568 393.05 490.1 1.24692
dsgdb9nsd_004353 411.37 511.83 1.24421
dsgdb9nsd_000121 62.44 66.2 1.06022
dsgdb9nsd_002125 84.04 98.18 1.16825
dsgdb9nsd_000233 159.68 180.19 1.12844
dsgdb9nsd_004578 151.72 172.3 1.13564
dsgdb9nsd_003872 235.18 255.43 1.0861
dsgdb9nsd_003487 148.5 169.58 1.14195
dsgdb9nsd_000130 62.81 72.35 1.15189
dsgdb9nsd_001948 151.23 190.61 1.2604
dsgdb9nsd_003575 200.65 246.85 1.23025
dsgdb9nsd_001157 147.47 165.74 1.12389
dsgdb9nsd_001346 171.58 201.88 1.17659
dsgdb9nsd_003669 176.64 206.28 1.1678
dsgdb9nsd_001845 131.39 149.44 1.13738
dsgdb9nsd_001015 106.14 118.5 1.11645
dsgdb9nsd_001198 152.9 198.38 1.29745
dsgdb9nsd_001987 355.02 442.93 1.24762
dsgdb9nsd_003629 131.46 143.09 1.08847
dsgdb9nsd_003125 201.5 261.34 1.29697
dsgdb9nsd_001700 190.48 228.43 1.19923
dsgdb9nsd_001616 326.05 412.12 1.26398
dsgdb9nsd_002537 244.19 292.74 1.19882
dsgdb9nsd_004108 442.36 553.09 1.25032
dsgdb9nsd_004589 346.25 419.63 1.21193
dsgdb9nsd_003277 160.04 194.32 1.2142
dsgdb9nsd_000998 119.91 140.34 1.17038
dsgdb9nsd_003625 138.36 153.01 1.10588
dsgdb9nsd_002988 176.2 218.73 1.24137
dsgdb9nsd_004987 185.79 240.67 1.29539
dsgdb9nsd_001044 217.35 237.85 1.09432
dsgdb9nsd_001454 106.04 126.76 1.1954
dsgdb9nsd_001303 169.41 205.65 1.21392
dsgdb9nsd_001859 162.54 207.28 1.27526
dsgdb9nsd_000737 79.4 80.79 1.01751
dsgdb9nsd_002965 186.76 224.03 1.19956
dsgdb9nsd_000363 87.94 113.48 1.29043
dsgdb9nsd_004076 333.6 416.95 1.24985
dsgdb9nsd_004326 161.67 188.19 1.16404
dsgdb9nsd_003256 158.15 189.77 1.19994
dsgdb9nsd_000439 83.09 101.63 1.22313
dsgdb9nsd_001434 132.22 150.28 1.13659
dsgdb9nsd_000505 75.52 83.91 1.1111
dsgdb9nsd_003768 166.63 201.81 1.21113
dsgdb9nsd_002860 415.24 455.64 1.09729
dsgdb9nsd_002225 197.3 228.92 1.16026
dsgdb9nsd_001167 282.22 335.48 1.18872
dsgdb9nsd_001916 192.55 236.69 1.22924
dsgdb9nsd_002102 203.92 245.34 1.20312
dsgdb9nsd_002218 204.68 265.21 1.29573
dsgdb9nsd_004548 238.41 303.48 1.27293
dsgdb9nsd_002031 282.59 306.53 1.08472
dsgdb9nsd_000761 105.51 134.98 1.27931
dsgdb9nsd_003348 158.5 188.85 1.19148
dsgdb9nsd_002457 120.65 137.46 1.13933
dsgdb9nsd_001892 292.79 360.93 1.23273
dsgdb9nsd_003843 88.03 92.05 1.04567
dsgdb9nsd_002040 245.36 272.37 1.11008
dsgdb9nsd_003510 351.21 410.66 1.16927
dsgdb9nsd_001775 360.74 449.0 1.24466
dsgdb9nsd_002972 165.5 184.9 1.11722
dsgdb9nsd_002994 460.83 541.07 1.17412
dsgdb9nsd_003829 2123.15 2748.86 1.29471
dsgdb9nsd_001466 193.42 238.69 1.23405
dsgdb9nsd_001888 185.02 232.17 1.25484
dsgdb9nsd_003748 128.5 162.03 1.26093
dsgdb9nsd_002388 189.15 228.96 1.21047
dsgdb9nsd_002595 277.05 321.41 1.16012
dsgdb9nsd_000947 86.03 110.0 1.27862
dsgdb9nsd_003855 620.51 701.25 1.13012
dsgdb9nsd_002841 325.47 372.35 1.14404
dsgdb9nsd_002310 167.16 206.65 1.23624
dsgdb9nsd_003703 99.34 111.96 1.12704
dsgdb9nsd_003455 179.44 222.84 1.24186
dsgdb9nsd_003561 151.36 186.3 1.23084
dsgdb9nsd_000987 125.78 160.19 1.27357
dsgdb9nsd_003281 260.49 319.41 1.22619
dsgdb9nsd_003885 213.35 223.7 1.04851
dsgdb9nsd_001214 380.52 478.31 1.25699
dsgdb9nsd_001277 364.54 424.66 1.16492
dsgdb9nsd_004178 300.96 385.56 1.2811
dsgdb9nsd_002589 172.08 196.45 1.14162
dsgdb9nsd_002964 121.15 135.65 1.11969
dsgdb9nsd_004001 206.01 253.21 1.22912
dsgdb9nsd_001462 284.3 346.99 1.22051
dsgdb9nsd_003816 90.93 114.23 1.25624
dsgdb9nsd_000443 82.58 103.47 1.25297
dsgdb9nsd_001343 177.99 208.72 1.17265
dsgdb9nsd_003407 261.6 281.83 1.07733
dsgdb9nsd_002857 175.13 208.59 1.19106
dsgdb9nsd_003731 167.11 197.47 1.18168
dsgdb9nsd_003947 209.28 255.07 1.2188
dsgdb9nsd_000817 172.87 223.53 1.29305
dsgdb9nsd_002249 137.38 164.32 1.1961
dsgdb9nsd_003503 204.29 257.41 1.26002
dsgdb9nsd_001183 177.81 220.25 1.23868
dsgdb9nsd_001316 210.55 260.53 1.23738
dsgdb9nsd_000437 88.79 114.26 1.28686
dsgdb9nsd_002846 205.11 230.58 1.12418
dsgdb9nsd_001945 177.11 209.33 1.18192
dsgdb9nsd_001446 121.74 153.12 1.25776
dsgdb9nsd_004773 250.12 312.41 1.24904
dsgdb9nsd_001688 337.29 402.12 1.19221
dsgdb9nsd_004765 475.48 573.33 1.20579
dsgdb9nsd_001526 162.74 208.25 1.27965
dsgdb9nsd_002944 500.85 568.57 1.13521
dsgdb9nsd_000997 134.95 147.66 1.09418
dsgdb9nsd_002275 149.86 192.47 1.28433
dsgdb9nsd_003671 120.6 155.36 1.28823
dsgdb9nsd_002067 215.57 236.76 1.0983
dsgdb9nsd_001645 126.4 140.65 1.11274
dsgdb9nsd_000943 255.89 321.07 1.25472
dsgdb9nsd_001014 93.68 102.2 1.09095
dsgdb9nsd_002735 111.12 140.33 1.26287
dsgdb9nsd_001834 110.1 118.88 1.07975
dsgdb9nsd_000188 48.54 59.64 1.22868
dsgdb9nsd_003132 188.39 244.01 1.29524
dsgdb9nsd_001134 164.48 203.8 1.23906
dsgdb9nsd_002932 253.58 314.55 1.24044
dsgdb9nsd_002233 177.42 219.83 1.23904
dsgdb9nsd_002139 124.65 141.95 1.13879
dsgdb9nsd_002658 138.36 153.34 1.10827
dsgdb9nsd_004718 163.55 204.44 1.25002
dsgdb9nsd_001068 127.58 139.02 1.08967
dsgdb9nsd_003365 291.36 341.48 1.17202
dsgdb9nsd_003313 192.82 225.46 1.16928
dsgdb9nsd_002109 280.19 324.15 1.15689
dsgdb9nsd_001694 229.41 269.29 1.17384
dsgdb9nsd_002105 185.44 208.17 1.12257
dsgdb9nsd_001619 331.19 413.67 1.24904
dsgdb9nsd_002299 458.52 541.59 1.18117
dsgdb9nsd_003831 112.95 124.88 1.10562
dsgdb9nsd_003261 135.81 159.67 1.17569
dsgdb9nsd_003800 107.98 128.63 1.19124
dsgdb9nsd_001415 119.21 149.57 1.25468
dsgdb9nsd_002872 173.05 205.03 1.1848
dsgdb9nsd_003521 173.06 202.52 1.17023
dsgdb9nsd_004305 146.64 157.73 1.07563
dsgdb9nsd_003812 99.17 114.34 1.15297
dsgdb9nsd_001152 138.6 158.88 1.14632
dsgdb9nsd_003101 363.17 464.04 1.27775
dsgdb9nsd_000623 151.99 162.67 1.07027
dsgdb9nsd_001240 154.07 199.01 1.29169
dsgdb9nsd_000576 85.01 86.62 1.01894
dsgdb9nsd_001345 167.96 192.79 1.14783
dsgdb9nsd_002616 101.17 121.91 1.205
dsgdb9nsd_003706 282.64 341.76 1.20917
dsgdb9nsd_001589 160.05 196.15 1.22555
dsgdb9nsd_002404 163.51 191.92 1.17375
dsgdb9nsd_003096 413.02 536.28 1.29844
dsgdb9nsd_001109 454.74 572.18 1.25826
dsgdb9nsd_003750 113.9 129.9 1.14047
dsgdb9nsd_000691 146.65 184.39 1.25735
dsgdb9nsd_000454 134.65 145.16 1.07805
dsgdb9nsd_003272 277.5 349.56 1.25968
dsgdb9nsd_004564 176.2 209.65 1.18984
dsgdb9nsd_000255 103.66 130.93 1.26307
dsgdb9nsd_002374 299.5 343.82 1.14798
dsgdb9nsd_000455 108.3 111.27 1.02742
dsgdb9nsd_000153 82.84 94.09 1.1358
dsgdb9nsd_000974 174.6 218.51 1.25149
dsgdb9nsd_003231 200.55 233.1 1.1623
dsgdb9nsd_004490 252.25 326.04 1.29253
dsgdb9nsd_001067 219.44 233.67 1.06485
dsgdb9nsd_002020 165.1 207.13 1.25457
dsgdb9nsd_002904 129.73 140.14 1.08024
dsgdb9nsd_003052 148.98 183.45 1.23137
dsgdb9nsd_000400 91.35 109.15 1.19485
dsgdb9nsd_001381 90.77 115.78 1.27553
dsgdb9nsd_003727 137.43 172.81 1.25744
dsgdb9nsd_003924 103.46 124.52 1.20356
dsgdb9nsd_001523 172.02 201.8 1.17312
dsgdb9nsd_000406 100.25 108.43 1.0816
dsgdb9nsd_000695 100.01 119.04 1.19028
dsgdb9nsd_001340 330.56 369.07 1.1165
dsgdb9nsd_001452 172.06 205.6 1.19493
dsgdb9nsd_000566 121.59 129.35 1.06382
dsgdb9nsd_001693 356.97 446.49 1.25078
dsgdb9nsd_000303 126.58 139.7 1.10365
dsgdb9nsd_004590 150.06 175.68 1.17073
dsgdb9nsd_000334 104.36 120.35 1.15322
dsgdb9nsd_001060 139.15 146.04 1.04951
dsgdb9nsd_004545 239.97 301.69 1.2572
dsgdb9nsd_002341 204.15 250.85 1.22875
dsgdb9nsd_000569 341.7 380.89 1.11469
dsgdb9nsd_000274 237.35 279.64 1.17818
dsgdb9nsd_003823 102.06 108.45 1.06261
dsgdb9nsd_001608 279.48 349.32 1.24989
dsgdb9nsd_001383 79.9 89.6 1.1214
dsgdb9nsd_000349 63.09 65.8 1.04295
dsgdb9nsd_002931 484.76 551.32 1.13731
dsgdb9nsd_001971 297.77 343.85 1.15475
dsgdb9nsd_003508 188.88 230.56 1.22067
dsgdb9nsd_002160 155.89 198.89 1.27584
dsgdb9nsd_004562 150.24 169.57 1.12866
dsgdb9nsd_002617 97.03 117.18 1.20767
dsgdb9nsd_001477 244.47 286.49 1.17188
dsgdb9nsd_000335 79.89 101.18 1.26649
dsgdb9nsd_000963 158.96 189.81 1.19407
dsgdb9nsd_003127 176.88 222.09 1.2556
dsgdb9nsd_003514 272.95 319.12 1.16915
dsgdb9nsd_003424 349.25 391.01 1.11957
dsgdb9nsd_003958 111.85 144.22 1.28941
dsgdb9nsd_000172 42.11 46.25 1.09831
dsgdb9nsd_002322 313.0 382.3 1.22141
dsgdb9nsd_003257 109.57 125.06 1.14137
dsgdb9nsd_000311 272.86 301.19 1.10383
dsgdb9nsd_003282 268.61 325.61 1.2122
dsgdb9nsd_003528 164.49 174.74 1.06231
dsgdb9nsd_001363 104.58 130.09 1.24393
dsgdb9nsd_001715 237.91 291.85 1.22672
dsgdb9nsd_001727 263.48 315.44 1.19721
dsgdb9nsd_003712 176.7 216.1 1.22298
dsgdb9nsd_000604 92.13 115.72 1.25605
dsgdb9nsd_001299 368.86 426.01 1.15494
dsgdb9nsd_003427 134.81 153.28 1.13701
dsgdb9nsd_000492 149.11 184.28 1.23587
dsgdb9nsd_000089 59.61 73.46 1.23234
dsgdb9nsd_001478 163.88 190.29 1.16115
dsgdb9nsd_000377 98.4 113.28 1.15122
dsgdb9nsd_002642 86.23 92.92 1.07758
dsgdb9nsd_003205 168.11 184.45 1.0972
dsgdb9nsd_002214 192.35 227.49 1.18269
dsgdb9nsd_001965 177.27 215.8 1.21735
dsgdb9nsd_002459 178.04 221.48 1.24399
dsgdb9nsd_000734 85.42 102.64 1.20159
dsgdb9nsd_001130 351.28 427.41 1.21672
dsgdb9nsd_003419 330.53 374.05 1.13167
dsgdb9nsd_001221 349.59 446.38 1.27687
dsgdb9nsd_002622 196.74 221.97 1.12824
dsgdb9nsd_003395 158.14 188.78 1.19375
dsgdb9nsd_002423 162.01 169.31 1.04506
dsgdb9nsd_003350 150.46 186.73 1.24106
dsgdb9nsd_001978 189.09 226.59 1.19832
dsgdb9nsd_004766 170.64 216.65 1.26963
dsgdb9nsd_001379 108.0 138.48 1.28222
dsgdb9nsd_003826 146.08 160.22 1.0968
dsgdb9nsd_002999 696.63 822.92 1.18129
dsgdb9nsd_001054 297.58 322.2 1.08273
dsgdb9nsd_001151 163.71 191.26 1.16829
dsgdb9nsd_003617 158.13 174.55 1.10384
dsgdb9nsd_003602 329.84 368.55 1.11736
dsgdb9nsd_002488 149.03 167.6 1.12461
dsgdb9nsd_001282 594.82 682.64 1.14764
dsgdb9nsd_000585 109.32 118.09 1.08022
dsgdb9nsd_002471 285.53 331.75 1.16187
dsgdb9nsd_004998 159.16 187.2 1.17617
dsgdb9nsd_001638 185.7 230.08 1.23899
dsgdb9nsd_003917 101.92 127.49 1.25088
dsgdb9nsd_003029 177.51 195.78 1.10292
dsgdb9nsd_003878 140.66 161.02 1.14475
dsgdb9nsd_004013 461.93 598.83 1.29637
dsgdb9nsd_002342 185.59 233.85 1.26004
dsgdb9nsd_001376 98.7 120.62 1.22209
dsgdb9nsd_001836 128.65 141.39 1.09903
dsgdb9nsd_001989 615.8 800.13 1.29933
dsgdb9nsd_003904 87.81 96.36 1.09737
dsgdb9nsd_000600 101.48 126.95 1.25099
dsgdb9nsd_004687 328.28 416.65 1.26919
dsgdb9nsd_002694 153.54 167.34 1.08988
dsgdb9nsd_002033 242.08 283.85 1.17255
dsgdb9nsd_004595 190.43 240.41 1.26246
dsgdb9nsd_004582 417.88 533.77 1.27733
dsgdb9nsd_000214 79.72 91.39 1.14639
dsgdb9nsd_000563 278.95 319.27 1.14454
dsgdb9nsd_004328 130.65 154.97 1.18615
dsgdb9nsd_001708 289.21 351.79 1.21638
dsgdb9nsd_002791 235.53 293.01 1.24405
dsgdb9nsd_003529 146.83 160.53 1.09331
dsgdb9nsd_002463 169.66 194.05 1.14376
dsgdb9nsd_003254 214.14 245.22 1.14514
dsgdb9nsd_003494 159.89 174.94 1.09413
dsgdb9nsd_001291 325.41 370.35 1.1381
dsgdb9nsd_002117 136.97 171.81 1.25436
dsgdb9nsd_000313 200.94 224.21 1.11581
dsgdb9nsd_001528 1708.36 2083.22 1.21943
dsgdb9nsd_001821 90.69 98.88 1.09031
dsgdb9nsd_002056 262.57 291.7 1.11094
dsgdb9nsd_001071 114.91 125.98 1.09634
dsgdb9nsd_000322 37.26 46.87 1.25792
dsgdb9nsd_002697 162.71 202.43 1.24412
dsgdb9nsd_001225 347.79 410.71 1.18091
dsgdb9nsd_001075 127.06 131.09 1.03172
dsgdb9nsd_004215 117.83 147.99 1.25596
dsgdb9nsd_001820 117.53 126.7 1.07802
dsgdb9nsd_003390 303.53 354.09 1.16657
dsgdb9nsd_003865 340.45 393.48 1.15576
dsgdb9nsd_003946 120.97 147.0 1.21518
dsgdb9nsd_000198 70.97 72.53 1.02198
dsgdb9nsd_004874 414.03 537.86 1.29908
dsgdb9nsd_001507 132.91 165.6 1.24596
dsgdb9nsd_002036 169.35 200.64 1.18477
dsgdb9nsd_002092 144.73 168.68 1.16548
dsgdb9nsd_000202 83.54 85.17 1.01951
dsgdb9nsd_001172 329.63 397.51 1.20593
dsgdb9nsd_002393 184.56 224.47 1.21624
dsgdb9nsd_000812 302.45 384.66 1.27181
dsgdb9nsd_000148 77.69 81.05 1.04325
dsgdb9nsd_002210 176.06 217.63 1.23611
dsgdb9nsd_000863 150.34 176.65 1.175
dsgdb9nsd_000787 67.22 79.54 1.18328
dsgdb9nsd_003397 202.16 238.93 1.18189
dsgdb9nsd_002478 130.79 141.79 1.0841
dsgdb9nsd_002303 169.31 198.12 1.17016
dsgdb9nsd_000952 99.6 117.7 1.18173
dsgdb9nsd_001104 250.26 320.61 1.28111
dsgdb9nsd_001724 218.42 263.11 1.20461
dsgdb9nsd_001544 185.76 224.12 1.2065
dsgdb9nsd_003084 641.35 792.4 1.23552
dsgdb9nsd_002368 363.94 415.35 1.14126
dsgdb9nsd_003807 100.32 116.26 1.15889
dsgdb9nsd_000989 150.39 192.86 1.2824
dsgdb9nsd_002836 241.45 293.03 1.21363
dsgdb9nsd_002859 350.4 378.33 1.07971
dsgdb9nsd_002987 150.2 183.4 1.22104
dsgdb9nsd_001831 232.04 258.21 1.11278
dsgdb9nsd_002359 207.9 254.17 1.22256
dsgdb9nsd_001826 105.34 115.01 1.0918
dsgdb9nsd_004779 163.59 183.91 1.12421
dsgdb9nsd_004206 232.32 281.03 1.20967
dsgdb9nsd_000246 211.77 256.39 1.2107
dsgdb9nsd_000559 198.46 233.5 1.17656
dsgdb9nsd_000095 148.24 183.59 1.23846
dsgdb9nsd_001723 263.24 327.33 1.24347
dsgdb9nsd_003631 103.72 123.88 1.19437
dsgdb9nsd_004015 279.91 354.7 1.26719
dsgdb9nsd_003361 188.15 227.92 1.21137
dsgdb9nsd_004604 271.52 347.07 1.27825
dsgdb9nsd_001330 255.21 294.19 1.15274
dsgdb9nsd_004000 144.96 185.42 1.27911
dsgdb9nsd_002169 234.96 286.06 1.21748
dsgdb9nsd_001284 180.19 211.09 1.17149
dsgdb9nsd_003190 130.13 154.4 1.18651
dsgdb9nsd_000292 281.04 348.9 1.24146
dsgdb9nsd_000046 36.65 37.72 1.0292
dsgdb9nsd_002977 233.15 274.31 1.17654
dsgdb9nsd_001653 469.62 584.75 1.24516
dsgdb9nsd_001741 163.67 204.34 1.24849
dsgdb9nsd_001661 292.76 354.84 1.21205
dsgdb9nsd_001824 134.37 145.26 1.08104
dsgdb9nsd_002317 218.28 267.23 1.22425
dsgdb9nsd_003063 326.52 408.54 1.25119
dsgdb9nsd_004250 136.13 160.32 1.1777
dsgdb9nsd_001564 198.9 233.69 1.17491
dsgdb9nsd_001684 323.27 390.44 1.20778
dsgdb9nsd_003044 256.34 276.03 1.07681
dsgdb9nsd_003000 136.33 171.0 1.25431
dsgdb9nsd_000168 46.83 51.6 1.10186
dsgdb9nsd_002827 220.37 261.79 1.18796
dsgdb9nsd_001690 199.92 247.14 1.23619
dsgdb9nsd_002563 126.77 151.3 1.1935
dsgdb9nsd_001293 225.41 255.17 1.13203
dsgdb9nsd_001719 157.14 183.0 1.16457
dsgdb9nsd_002417 157.73 172.5 1.09364
dsgdb9nsd_002654 135.69 156.65 1.15447
dsgdb9nsd_003517 182.07 230.11 1.26385
dsgdb9nsd_000078 793.4 930.58 1.1729
dsgdb9nsd_002081 253.35 288.02 1.13685
dsgdb9nsd_002066 214.59 236.55 1.10233
dsgdb9nsd_003905 116.31 137.05 1.17832
dsgdb9nsd_004938 241.34 305.7 1.26668
dsgdb9nsd_003785 269.65 313.01 1.1608
dsgdb9nsd_001304 291.84 358.24 1.22752
dsgdb9nsd_001841 333.26 397.95 1.19411
dsgdb9nsd_001807 677.31 802.58 1.18495
dsgdb9nsd_001985 899.13 1060.16 1.1791
dsgdb9nsd_001574 350.42 420.81 1.20087
dsgdb9nsd_001889 205.61 259.02 1.25976
dsgdb9nsd_002844 181.39 204.72 1.12862
dsgdb9nsd_004823 174.13 211.83 1.2165
dsgdb9nsd_003426 171.78 214.61 1.24933
dsgdb9nsd_004495 238.37 289.48 1.21441
dsgdb9nsd_002420 171.12 198.3 1.15884
dsgdb9nsd_000442 88.6 114.12 1.28804
dsgdb9nsd_000583 170.0 199.46 1.17329
dsgdb9nsd_001365 95.75 114.84 1.19937
dsgdb9nsd_001359 218.33 250.51 1.14739
dsgdb9nsd_001050 322.76 342.96 1.06259
dsgdb9nsd_004769 187.63 241.93 1.2894
dsgdb9nsd_002262 235.09 293.05 1.24654
dsgdb9nsd_003075 189.76 226.22 1.19214
dsgdb9nsd_004567 138.83 164.07 1.18181
dsgdb9nsd_002762 1728.26 2025.48 1.17198
dsgdb9nsd_003767 108.44 139.93 1.29039
